city,drive,fuelType,highway,make,model,,VClass
13,All-Wheel Drive,Premium,20,BMW,M760i xDrive,Automatic,Large Cars
23,Front-Wheel Drive,Regular,32,Hyundai,Sonata,Automatic,Large Cars
15,Rear-Wheel Drive,Regular,19,Dodge,B150/B250 Van 2WD,Manual,Vans
20,Front-Wheel Drive,Regular,27,Kia,Sorento FWD,Automatic,Small Sport Utility Vehicle 2WD
23,Front-Wheel Drive,Regular,30,Kia,Sportage FE FWD,Automatic,Small Sport Utility Vehicle 2WD
21,Front-Wheel Drive,Regular,26,Kia,Sportage FWD,Automatic,Small Sport Utility Vehicle 2WD
18,Front-Wheel Drive,Regular,25,Volkswagen,Atlas,Automatic,Small Sport Utility Vehicle 2WD
22,All-Wheel Drive,Premium,28,Alfa Romeo,Stelvio AWD,Automatic,Small Sport Utility Vehicle 4WD
21,All-Wheel Drive,Regular,25,Kia,Sportage AWD,Automatic,Small Sport Utility Vehicle 4WD
19,All-Wheel Drive,Regular,25,Kia,Sorento AWD,Automatic,Small Sport Utility Vehicle 4WD
21,All-Wheel Drive,Regular,25,Kia,Sportage FE AWD,Automatic,Small Sport Utility Vehicle 4WD
20,All-Wheel Drive,Regular,23,Kia,Sportage AWD,Automatic,Small Sport Utility Vehicle 4WD
17,All-Wheel Drive,Regular,23,Volkswagen,Atlas 4motion,Automatic,Small Sport Utility Vehicle 4WD
12,Rear-Wheel Drive,Regular,16,Dodge,B150/B250 Van 2WD,Manual,Vans
19,Rear-Wheel Drive,Premium,26,Nissan,370Z,Automatic,Two Seaters
18,Rear-Wheel Drive,Premium,26,Nissan,370Z,Manual,Two Seaters
13,Rear-Wheel Drive,Premium,21,Maserati,GranTurismo,Automatic,Subcompact Cars
13,Rear-Wheel Drive,Premium,20,Maserati,GranTurismo Convertible,Automatic,Subcompact Cars
24,4-Wheel Drive,Premium or E85,32,Mercedes-Benz,CLA250 4matic,Automatic,Compact Cars
24,Part-time 4-Wheel Drive,Premium,32,Mercedes-Benz,CLA250 4matic,Automatic,Compact Cars
24,Front-Wheel Drive,Premium,37,Mercedes-Benz,CLA250,Automatic,Compact Cars
16,All-Wheel Drive,Premium,24,Maserati,Ghibli V6 SQ4 AWD,Automatic,Midsize Cars
17,Rear-Wheel Drive,Premium,24,Maserati,Ghibli  V6 RWD,Automatic,Midsize Cars
16,Rear-Wheel Drive,Premium,24,Maserati,Ghibli  S RWD,Automatic,Midsize Cars
11,Rear-Wheel Drive,Regular,14,Dodge,B150/B250 Van 2WD,Automatic,Vans
15,Rear-Wheel Drive,Premium,22,Maserati,Quattroporte V8,Automatic,Large Cars
16,All-Wheel Drive,Premium,23,Maserati,Quattroporte SQ4 V6,Automatic,Large Cars
16,Rear-Wheel Drive,Premium,23,Maserati,Quattroporte S,Automatic,Large Cars
24,Front-Wheel Drive,Premium,33,Mercedes-Benz,GLA250,Automatic,Small Sport Utility Vehicle 2WD
18,Front-Wheel Drive,Regular,25,Hyundai,Santa Fe FWD,Automatic,Small Sport Utility Vehicle 2WD
17,Front-Wheel Drive,Regular,23,Hyundai,Santa Fe Ultimate FWD,Automatic,Small Sport Utility Vehicle 2WD
18,Front-Wheel Drive,Regular,25,Kia,Sorento FWD,Automatic,Small Sport Utility Vehicle 2WD
22,Front-Wheel Drive,Regular,29,Kia,Sportage FWD,Automatic,Small Sport Utility Vehicle 2WD
18,All-Wheel Drive,Regular,24,Hyundai,Santa Fe AWD,Automatic,Small Sport Utility Vehicle 4WD
17,All-Wheel Drive,Regular,22,Hyundai,Santa Fe Ultimate AWD,Automatic,Small Sport Utility Vehicle 4WD
11,Rear-Wheel Drive,Regular,14,Dodge,B150/B250 Van 2WD,Automatic,Vans
18,All-Wheel Drive,Regular,25,Kia,Sorento FE AWD,Automatic,Small Sport Utility Vehicle 4WD
17,All-Wheel Drive,Regular,23,Kia,Sorento AWD,Automatic,Small Sport Utility Vehicle 4WD
14,All-Wheel Drive,Premium,19,Maserati,Levante S,Automatic,Standard Sport Utility Vehicle 4WD
14,All-Wheel Drive,Premium,20,Maserati,Levante,Automatic,Standard Sport Utility Vehicle 4WD
27,Rear-Wheel Drive,Premium and Electricity,31,BMW,530e,Automatic,Compact Cars
27,All-Wheel Drive,Premium and Electricity,31,BMW,530e xDrive,Automatic,Compact Cars
23,Front-Wheel Drive,Premium,33,Acura,TLX FWD,Automatic,Compact Cars
20,Front-Wheel Drive,Premium,32,Acura,TLX FWD,Automatic,Compact Cars
20,Front-Wheel Drive,Premium,30,Acura,TLX FWD A-SPEC,Automatic,Compact Cars
21,All-Wheel Drive,Premium,30,Acura,TLX AWD,Automatic,Compact Cars
12,Rear-Wheel Drive,Regular,16,Dodge,B150/B250 Van 2WD,Automatic,Vans
20,All-Wheel Drive,Premium,29,Acura,TLX AWD A-SPEC,Automatic,Compact Cars
20,All-Wheel Drive,Premium,27,Volvo,S60 Polestar AWD,Automatic,Compact Cars
22,All-Wheel Drive,Premium,30,Audi,allroad quattro,Automatic,Small Station Wagons
20,All-Wheel Drive,Premium,27,Volvo,V60 Polestar AWD,Automatic,Small Station Wagons
19,Front-Wheel Drive,Regular,28,Honda,Odyssey,Automatic,Minivan - 2WD
19,Front-Wheel Drive,Regular,28,Honda,Odyssey,Automatic,Minivan - 2WD
20,Front-Wheel Drive,Premium,28,Acura,RDX FWD,Automatic,Small Sport Utility Vehicle 2WD
19,All-Wheel Drive,Premium,27,Acura,RDX AWD,Automatic,Small Sport Utility Vehicle 4WD
23,4-Wheel Drive,Premium or E85,31,Mercedes-Benz,GLA250 4matic,Automatic,Small Sport Utility Vehicle 4WD
23,Part-time 4-Wheel Drive,Premium,31,Mercedes-Benz,GLA250 4matic,Automatic,Small Sport Utility Vehicle 4WD
11,Rear-Wheel Drive,Regular,16,Dodge,B150/B250 Van 2WD,Manual,Vans
25,All-Wheel Drive,Premium and Electricity,29,BMW,740e xDrive,Automatic,Large Cars
28,Front-Wheel Drive,Premium,38,Honda,Civic Si 2Dr,Manual,Compact Cars
28,Front-Wheel Drive,Premium,38,Honda,Civic Si 4Dr,Manual,Midsize Cars
19,All-Wheel Drive,Premium,28,Audi,RS 3,Automatic,Subcompact Cars
19,All-Wheel Drive,Premium,29,Audi,TT RS,Automatic,Subcompact Cars
26,Front-Wheel Drive,Regular,35,Audi,A3,Automatic,Subcompact Cars
25,Front-Wheel Drive,Regular,33,Audi,A3 Cabriolet,Automatic,Subcompact Cars
23,4-Wheel Drive,Premium,30,Mercedes-Benz,AMG CLA45 4matic,Automatic,Compact Cars
30,Front-Wheel Drive,Regular,35,Toyota,Yaris,Automatic,Compact Cars
30,Front-Wheel Drive,Regular,36,Toyota,Yaris,Manual,Compact Cars
11,Rear-Wheel Drive,Regular,17,Dodge,B150/B250 Van 2WD,Manual,Vans
25,Front-Wheel Drive,Regular,36,Volvo,S60 Inscription FWD,Automatic,Compact Cars
25,Front-Wheel Drive,Regular,36,Volvo,S60 FWD,Automatic,Compact Cars
22,All-Wheel Drive,Premium,32,Volvo,S60 AWD,Automatic,Compact Cars
22,All-Wheel Drive,Regular,33,Volvo,S60 Inscription AWD,Automatic,Compact Cars
22,All-Wheel Drive,Regular,33,Volvo,S60 AWD,Automatic,Compact Cars
22,All-Wheel Drive,Regular,30,Volvo,S60 CC AWD,Automatic,Compact Cars
40,Front-Wheel Drive,Regular,39,Toyota,Avalon Hybrid,Automatic,Midsize Cars
21,Front-Wheel Drive,Regular,30,Toyota,Avalon,Automatic,Midsize Cars
24,Front-Wheel Drive,Premium,34,Volvo,S90 FWD,Automatic,Midsize Cars
22,All-Wheel Drive,Premium,31,Volvo,S90 AWD,Automatic,Midsize Cars
10,Rear-Wheel Drive,Regular,12,Dodge,B150/B250 Van 2WD,Automatic,Vans
23,All-Wheel Drive,Premium,32,Volvo,S90 AWD,Automatic,Midsize Cars
24,Front-Wheel Drive,Regular,32,Hyundai,Elantra GT,Automatic,Large Cars
23,Front-Wheel Drive,Regular,31,Hyundai,Elantra GT,Manual,Large Cars
25,Front-Wheel Drive,Regular,36,Volvo,V60 FWD,Automatic,Small Station Wagons
22,All-Wheel Drive,Premium,32,Volvo,V60 AWD,Automatic,Small Station Wagons
22,All-Wheel Drive,Regular,30,Volvo,V60 CC AWD,Automatic,Small Station Wagons
22,All-Wheel Drive,Regular,33,Volvo,V60 AWD,Automatic,Small Station Wagons
22,4-Wheel Drive,Premium,28,Mercedes-Benz,AMG GLA45 4matic,Automatic,Midsize Station Wagons
24,Front-Wheel Drive,Premium,34,Volvo,V90 FWD,Automatic,Midsize Station Wagons
22,All-Wheel Drive,Premium,31,Volvo,V90 AWD,Automatic,Midsize Station Wagons
23,Front-Wheel Drive,Regular,29,Subaru,Sedan,Manual,Compact Cars
11,Rear-Wheel Drive,Regular,14,Dodge,B350 Van 2WD,Automatic,Vans
22,All-Wheel Drive,Premium,29,Volvo,V90 CC AWD,Automatic,Midsize Station Wagons
23,All-Wheel Drive,Premium,31,Volvo,V90 CC AWD,Automatic,Midsize Station Wagons
18,Front-Wheel Drive,Regular,24,Kia,Sedona,Automatic,Minivan - 2WD
18,Front-Wheel Drive,Regular,25,Kia,Sedona SX,Automatic,Minivan - 2WD
17,Front-Wheel Drive,Regular,22,Kia,Sedona SXL,Automatic,Minivan - 2WD
22,Front-Wheel Drive,Regular,27,Volkswagen,Tiguan,Automatic,Small Sport Utility Vehicle 2WD
22,All-Wheel Drive,Premium,28,Volvo,XC60 AWD,Automatic,Small Sport Utility Vehicle 4WD
21,All-Wheel Drive,Premium,27,Volvo,XC60 AWD,Automatic,Small Sport Utility Vehicle 4WD
22,Front-Wheel Drive,Premium,29,Volvo,XC90 FWD,Automatic,Standard Sport Utility Vehicle 2WD
19,All-Wheel Drive,Premium,25,Audi,Q7,Automatic,Standard Sport Utility Vehicle 4WD
11,Rear-Wheel Drive,Regular,14,Dodge,B350 Van 2WD,Automatic,Vans
20,All-Wheel Drive,Premium,27,Volvo,XC90 AWD,Automatic,Standard Sport Utility Vehicle 4WD
13,Rear-Wheel Drive,Premium,23,Chevrolet,Corvette,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,25,Chevrolet,Corvette,Manual,Two Seaters
15,Rear-Wheel Drive,Premium,25,Chevrolet,Corvette,Automatic,Two Seaters
15,Rear-Wheel Drive,Premium,22,Chevrolet,Corvette,Manual,Two Seaters
19,Rear-Wheel Drive,Regular,29,Chevrolet,Camaro,Automatic,Subcompact Cars
14,Rear-Wheel Drive,Premium,20,Chevrolet,Camaro,Manual,Subcompact Cars
16,Rear-Wheel Drive,Premium,25,Chevrolet,Camaro,Manual,Subcompact Cars
17,Rear-Wheel Drive,Premium,27,Chevrolet,Camaro,Automatic,Subcompact Cars
13,Rear-Wheel Drive,Premium,21,Chevrolet,Camaro,Automatic,Subcompact Cars
10,Rear-Wheel Drive,Regular,12,Dodge,B350 Van 2WD,Automatic,Vans
22,Rear-Wheel Drive,Premium,31,Chevrolet,Camaro,Automatic,Subcompact Cars
20,Rear-Wheel Drive,Premium,30,Chevrolet,Camaro,Manual,Subcompact Cars
25,Rear-Wheel Drive,Premium,34,Jaguar,XE,Automatic,Compact Cars
22,Front-Wheel Drive,Regular,30,Chevrolet,Impala,Automatic,Large Cars
18,Front-Wheel Drive,Gasoline or E85,28,Chevrolet,Impala,Automatic,Large Cars
19,Front-Wheel Drive,Regular,28,Chevrolet,Impala,Automatic,Large Cars
17,All-Wheel Drive,Premium,24,Genesis,G90 AWD,Automatic,Large Cars
17,Rear-Wheel Drive,Premium,24,Genesis,G90 RWD,Automatic,Large Cars
15,All-Wheel Drive,Premium,23,Genesis,G90 AWD,Automatic,Large Cars
16,Rear-Wheel Drive,Premium,24,Genesis,G90 RWD,Automatic,Large Cars
18,Rear-Wheel Drive,Regular,24,Ford,Aerostar Van,Automatic,Vans
25,Front-Wheel Drive,Regular,30,Kia,Soul,Automatic,Small Station Wagons
20,Front-Wheel Drive,Gasoline or E85,27,Ford,Transit Connect Van FFV,Automatic,Special Purpose Vehicle 2WD
19,Front-Wheel Drive,Gasoline or E85,27,Ford,Transit Connect Wagon LWB FFV,Automatic,Special Purpose Vehicle 2WD
19,Front-Wheel Drive,Gasoline or E85,27,Ford,Transit Connect Wagon FFV,Automatic,Special Purpose Vehicle 2WD
20,Front-Wheel Drive,Regular,27,Ford,Transit Connect Van 2WD,Automatic,Special Purpose Vehicle 2WD
19,Front-Wheel Drive,Regular,27,Ford,Transit Connect Wagon LWB FWD,Automatic,Special Purpose Vehicle 2WD
19,Front-Wheel Drive,Regular,27,Ford,Transit Connect Wagon FWD,Automatic,Special Purpose Vehicle 2WD
22,All-Wheel Drive,Premium,27,Jaguar,F-Pace,Automatic,Small Sport Utility Vehicle 4WD
21,All-Wheel Drive,Regular,27,Volkswagen,Tiguan 4motion,Automatic,Small Sport Utility Vehicle 4WD
22,All-Wheel Drive,Premium,28,Volvo,XC90 AWD,Automatic,Standard Sport Utility Vehicle 4WD
23,Rear-Wheel Drive,Regular,26,Ford,Aerostar Van,Manual,Vans
13,Rear-Wheel Drive,Premium,21,Mercedes-Benz,Maybach S650 Convertible,Automatic,Subcompact Cars
10,All-Wheel Drive,Premium,17,Lamborghini,Aventador S Coupe,Automatic,Two Seaters
10,All-Wheel Drive,Premium,17,Lamborghini,Aventador Coupe,Automatic,Two Seaters
10,All-Wheel Drive,Premium,16,Lamborghini,Aventador S Roadster,Automatic,Two Seaters
10,All-Wheel Drive,Premium,16,Lamborghini,Aventador Roadster,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,22,Mercedes-Benz,AMG GT S Coupe,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,22,Mercedes-Benz,AMG GT Coupe,Automatic,Two Seaters
16,Rear-Wheel Drive,Premium,21,Mercedes-Benz,AMG GT Roadster,Automatic,Two Seaters
16,Rear-Wheel Drive,Regular,28,Chevrolet,Camaro,Manual,Subcompact Cars
27,Front-Wheel Drive,Regular,36,Chevrolet,Malibu,Automatic,Midsize Cars
16,Rear-Wheel Drive,Regular,22,Ford,Aerostar Van,Automatic,Vans
22,Front-Wheel Drive,Premium,32,Chevrolet,Malibu,Automatic,Midsize Cars
25,Rear-Wheel Drive,Premium,34,Jaguar,XF,Automatic,Midsize Cars
23,All-Wheel Drive,Premium,33,Jaguar,XF AWD,Automatic,Midsize Cars
25,All-Wheel Drive,Regular,34,Subaru,Legacy AWD,Automatic,Midsize Cars
20,All-Wheel Drive,Regular,28,Subaru,Legacy AWD,Automatic,Midsize Cars
16,All-Wheel Drive,Regular,23,Lincoln,MKT Livery AWD,Automatic,Special Purpose Vehicle 4WD
25,All-Wheel Drive,Regular,32,Subaru,Outback AWD,Automatic,Small Sport Utility Vehicle 4WD
20,All-Wheel Drive,Regular,27,Subaru,Outback AWD,Automatic,Small Sport Utility Vehicle 4WD
16,Front-Wheel Drive,Regular,23,Ford,Flex FWD,Automatic,Standard Sport Utility Vehicle 2WD
16,Front-Wheel Drive,Regular,24,Lincoln,MKT FWD,Automatic,Standard Sport Utility Vehicle 2WD
17,Rear-Wheel Drive,Regular,22,Ford,Aerostar Van,Manual,Vans
16,All-Wheel Drive,Regular,22,Ford,Flex AWD,Automatic,Standard Sport Utility Vehicle 4WD
15,All-Wheel Drive,Regular,21,Ford,Flex AWD,Automatic,Standard Sport Utility Vehicle 4WD
15,All-Wheel Drive,Regular,21,Lincoln,MKT AWD,Automatic,Standard Sport Utility Vehicle 4WD
28,All-Wheel Drive,Premium and Electricity,27,MINI,Cooper SE Countryman All4,Automatic,Midsize Cars
32,Rear-Wheel Drive,Diesel,42,Jaguar,XE,Automatic,Compact Cars
30,All-Wheel Drive,Diesel,40,Jaguar,XE AWD,Automatic,Compact Cars
28,Front-Wheel Drive,Regular,38,Mazda,3 4-Door,Manual,Compact Cars
28,Front-Wheel Drive,Regular,37,Mazda,3 4-Door,Automatic,Compact Cars
27,Front-Wheel Drive,Regular,36,Mazda,3 4-Door,Automatic,Compact Cars
29,Front-Wheel Drive,Regular,34,Mazda,CX-3 2WD,Automatic,Compact Cars
14,Rear-Wheel Drive,Regular,15,Ford,E150 Econoline 2WD,Automatic,Vans
27,4-Wheel Drive,Regular,32,Mazda,CX-3 4WD,Automatic,Compact Cars
31,Rear-Wheel Drive,Diesel,42,Jaguar,XF,Automatic,Midsize Cars
30,All-Wheel Drive,Diesel,40,Jaguar,XF AWD,Automatic,Midsize Cars
27,Front-Wheel Drive,Regular,37,Mazda,3 5-Door,Manual,Midsize Cars
28,Front-Wheel Drive,Regular,37,Mazda,3 5-Door,Automatic,Midsize Cars
26,Front-Wheel Drive,Regular,35,Mazda,3 5-Door,Automatic,Midsize Cars
24,All-Wheel Drive,Regular,32,Subaru,Impreza 4-Door,Manual,Midsize Cars
28,All-Wheel Drive,Regular,38,Subaru,Impreza 4-Door,Automatic,Midsize Cars
23,All-Wheel Drive,Regular,31,Subaru,Impreza Sport 4-Door,Manual,Midsize Cars
27,All-Wheel Drive,Regular,36,Subaru,Impreza Sport 4-Door,Automatic,Midsize Cars
14,Rear-Wheel Drive,Regular,17,Ford,E150 Econoline 2WD,Automatic,Vans
29,Front-Wheel Drive,Regular,41,Toyota,Camry,Automatic,Midsize Cars
22,Front-Wheel Drive,Regular,33,Toyota,Camry,Automatic,Midsize Cars
22,Front-Wheel Drive,Regular,32,Toyota,Camry XSE,Automatic,Midsize Cars
28,Front-Wheel Drive,Regular,39,Toyota,Camry LE/SE,Automatic,Midsize Cars
28,Front-Wheel Drive,Regular,39,Toyota,Camry XLE/XSE,Automatic,Midsize Cars
26,Front-Wheel Drive,Regular,32,Hyundai,Elantra GT,Automatic,Large Cars
22,Front-Wheel Drive,Regular,29,Hyundai,Elantra GT,Manual,Large Cars
25,Front-Wheel Drive,Regular,30,Kia,Soul,Automatic,Small Station Wagons
24,Front-Wheel Drive,Regular,30,Kia,Soul,Manual,Small Station Wagons
26,Front-Wheel Drive,Regular,31,Kia,Soul,Automatic,Small Station Wagons
15,Rear-Wheel Drive,Regular,18,Ford,E150 Econoline 2WD,Manual,Vans
24,All-Wheel Drive,Regular,31,Subaru,Impreza 5-Door,Manual,Small Station Wagons
28,All-Wheel Drive,Regular,37,Subaru,Impreza 5-Door,Automatic,Small Station Wagons
22,All-Wheel Drive,Regular,30,Subaru,Impreza Sport 5-Door,Manual,Small Station Wagons
27,All-Wheel Drive,Regular,35,Subaru,Impreza Sport 5-Door,Automatic,Small Station Wagons
22,Front-Wheel Drive,Regular,31,Jeep,Compass FWD,Automatic,Small Sport Utility Vehicle 2WD
23,Front-Wheel Drive,Regular,32,Jeep,Compass FWD,Manual,Small Sport Utility Vehicle 2WD
26,All-Wheel Drive,Diesel,33,Jaguar,F-Pace,Automatic,Small Sport Utility Vehicle 4WD
22,All-Wheel Drive,Regular,30,Jeep,Compass 4WD,Automatic,Small Sport Utility Vehicle 4WD
22,All-Wheel Drive,Regular,31,Jeep,Compass 4WD,Manual,Small Sport Utility Vehicle 4WD
9,All-Wheel Drive,Premium,14,Bugatti,Chiron,Automatic,Two Seaters
26,Front-Wheel Drive,Diesel,30,Toyota,Camry,Automatic,Compact Cars
12,Rear-Wheel Drive,Regular,17,Ford,E150 Econoline 2WD,Automatic,Vans
23,All-Wheel Drive,Premium,27,Audi,TTS Coupe,Automatic,Subcompact Cars
22,All-Wheel Drive,Premium,28,Audi,S3,Automatic,Subcompact Cars
20,Rear-Wheel Drive,Premium,26,Mercedes-Benz,E400 Coupe,Automatic,Subcompact Cars
20,4-Wheel Drive,Premium,26,Mercedes-Benz,E400 4matic Coupe,Automatic,Subcompact Cars
26,Front-Wheel Drive,Regular,34,Volkswagen,Beetle Dune Convertible,Automatic,Subcompact Cars
26,Front-Wheel Drive,Regular,33,Volkswagen,Beetle Convertible,Automatic,Subcompact Cars
19,All-Wheel Drive,Regular,27,Cadillac,ATS AWD,Automatic,Compact Cars
17,Rear-Wheel Drive,Premium,25,Cadillac,ATS-V,Automatic,Compact Cars
22,All-Wheel Drive,Premium,30,Cadillac,ATS AWD,Automatic,Compact Cars
24,All-Wheel Drive,Premium,34,Jaguar,XE AWD,Automatic,Compact Cars
10,Rear-Wheel Drive,Regular,12,Ford,E150 Econoline 2WD,Automatic,Vans
26,Front-Wheel Drive,Regular,34,Volkswagen,Beetle Dune,Automatic,Compact Cars
26,Front-Wheel Drive,Regular,33,Volkswagen,Beetle,Automatic,Compact Cars
21,All-Wheel Drive,Premium,29,Volkswagen,Golf R,Manual,Compact Cars
22,All-Wheel Drive,Premium,29,Volkswagen,Golf R,Automatic,Compact Cars
20,All-Wheel Drive,Premium,29,Audi,A6 quattro,Automatic,Midsize Cars
20,All-Wheel Drive,Premium,29,Audi,A7 quattro,Automatic,Midsize Cars
19,All-Wheel Drive,Regular,27,Cadillac,CTS AWD,Automatic,Midsize Cars
22,Rear-Wheel Drive,Premium,31,Cadillac,ATS,Automatic,Compact Cars
21,All-Wheel Drive,Premium,29,Cadillac,CTS AWD,Automatic,Midsize Cars
16,Rear-Wheel Drive,Premium,24,Cadillac,CTS,Automatic,Midsize Cars
10,Rear-Wheel Drive,Regular,12,Ford,E150 Econoline 2WD,Automatic,Vans
20,Rear-Wheel Drive,Regular,30,Cadillac,ATS,Automatic,Compact Cars
20,Rear-Wheel Drive,Regular,30,Cadillac,CTS,Automatic,Midsize Cars
14,Rear-Wheel Drive,Premium,21,Cadillac,CTS-V,Automatic,Midsize Cars
20,Rear-Wheel Drive,Premium,29,Cadillac,ATS,Manual,Compact Cars
26,Front-Wheel Drive,Regular,33,Hyundai,Elantra,Automatic,Midsize Cars
22,Front-Wheel Drive,Regular,30,Hyundai,Elantra,Manual,Midsize Cars
32,Front-Wheel Drive,Regular,40,Hyundai,Elantra,Automatic,Midsize Cars
20,Rear-Wheel Drive,Premium,29,Infiniti,Q50,Automatic,Midsize Cars
19,All-Wheel Drive,Premium,27,Infiniti,Q50 AWD,Automatic,Midsize Cars
20,Rear-Wheel Drive,Premium,26,Infiniti,Q50 Red Sport,Automatic,Midsize Cars
13,Rear-Wheel Drive,Regular,15,Ford,E250 Econoline 2WD,Automatic,Vans
19,All-Wheel Drive,Premium,26,Infiniti,Q50 Red Sport  AWD,Automatic,Midsize Cars
23,Rear-Wheel Drive,Premium,30,Infiniti,Q50,Automatic,Midsize Cars
22,All-Wheel Drive,Premium,28,Infiniti,Q50 AWD,Automatic,Midsize Cars
29,Front-Wheel Drive,Regular,37,Kia,Forte,Automatic,Midsize Cars
25,Front-Wheel Drive,Regular,34,Kia,Forte,Manual,Midsize Cars
25,Front-Wheel Drive,Regular,33,Kia,Forte,Automatic,Midsize Cars
51,Front-Wheel Drive,Regular,53,Toyota,Camry Hybrid LE,Automatic,Midsize Cars
44,Front-Wheel Drive,Regular,47,Toyota,Camry Hybrid XLE/SE,Automatic,Midsize Cars
25,Front-Wheel Drive,Regular,36,Volkswagen,Passat,Automatic,Midsize Cars
19,All-Wheel Drive,Premium,29,Audi,A8 L,Automatic,Large Cars
11,Rear-Wheel Drive,Regular,16,Ford,E250 Econoline 2WD,Automatic,Vans
18,All-Wheel Drive,Regular,27,Cadillac,CT6 AWD,Automatic,Large Cars
25,Front-Wheel Drive,Regular,34,Kia,Forte 5,Automatic,Large Cars
18,Rear-Wheel Drive,Regular,24,Chevrolet,Silverado 15 Hybrid 2WD,Automatic,Standard Pickup Trucks 2WD
18,Rear-Wheel Drive,Gasoline or E85,24,Chevrolet,Silverado C15 2WD,Automatic,Standard Pickup Trucks 2WD
18,Rear-Wheel Drive,Regular,24,GMC,Sierra 15 Hybrid 2WD,Automatic,Standard Pickup Trucks 2WD
18,Rear-Wheel Drive,Gasoline or E85,24,GMC,Sierra C15 2WD,Automatic,Standard Pickup Trucks 2WD
16,4-Wheel Drive,Regular,21,Chevrolet,Silverado 15 Hybrid 4WD,Automatic,Standard Pickup Trucks 4WD
17,4-Wheel Drive,Gasoline or E85,22,Chevrolet,Silverado K15 4WD,Automatic,Standard Pickup Trucks 4WD
16,4-Wheel Drive,Regular,21,GMC,Sierra 15 Hybrid 4WD,Automatic,Standard Pickup Trucks 4WD
17,4-Wheel Drive,Gasoline or E85,22,GMC,Sierra K15 4WD,Automatic,Standard Pickup Trucks 4WD
10,Rear-Wheel Drive,Regular,12,Ford,E250 Econoline 2WD,Automatic,Vans
27,Front-Wheel Drive,Regular,33,Buick,Encore,Automatic,Small Sport Utility Vehicle 2WD
19,Front-Wheel Drive,Regular,26,Cadillac,XT5,Automatic,Small Sport Utility Vehicle 2WD
22,Rear-Wheel Drive,Premium,28,Mercedes-Benz,GLC300,Automatic,Small Sport Utility Vehicle 2WD
18,All-Wheel Drive,Regular,25,Cadillac,XT5 AWD,Automatic,Small Sport Utility Vehicle 4WD
21,4-Wheel Drive,Premium,28,Mercedes-Benz,GLC300 4matic,Automatic,Small Sport Utility Vehicle 4WD
18,4-Wheel Drive,Premium,24,Mercedes-Benz,AMG GLC43 4matic,Automatic,Small Sport Utility Vehicle 4WD
18,Front-Wheel Drive,Regular,27,Chevrolet,Traverse FWD,Automatic,Standard Sport Utility Vehicle 2WD
21,Front-Wheel Drive,Regular,26,GMC,Acadia FWD,Automatic,Standard Sport Utility Vehicle 2WD
18,Front-Wheel Drive,Regular,25,GMC,Acadia FWD,Automatic,Standard Sport Utility Vehicle 2WD
19,All-Wheel Drive,Premium,25,Audi,Q7,Automatic,Standard Sport Utility Vehicle 4WD
10,Rear-Wheel Drive,Regular,12,Ford,E250 Econoline 2WD,Automatic,Vans
17,All-Wheel Drive,Regular,25,Chevrolet,Traverse AWD,Automatic,Standard Sport Utility Vehicle 4WD
21,All-Wheel Drive,Regular,25,GMC,Acadia AWD,Automatic,Standard Sport Utility Vehicle 4WD
17,All-Wheel Drive,Regular,25,GMC,Acadia AWD,Automatic,Standard Sport Utility Vehicle 4WD
17,4-Wheel Drive,Premium,23,Mercedes-Benz,AMG GLE43 4matic,Automatic,Standard Sport Utility Vehicle 4WD
14,4-Wheel Drive,Premium,18,Mercedes-Benz,AMG GLE63 S,Automatic,Standard Sport Utility Vehicle 4WD
14,4-Wheel Drive,Premium,18,Mercedes-Benz,AMG GLE63,Automatic,Standard Sport Utility Vehicle 4WD
19,All-Wheel Drive,Premium,28,Audi,RS 3,Automatic,Subcompact Cars
11,All-Wheel Drive,Premium,19,Bentley,Continental Supersports Convertible,Automatic,Subcompact Cars
11,All-Wheel Drive,Premium,20,Bentley,Continental Supersports,Automatic,Compact Cars
28,Rear-Wheel Drive,Premium and Electricity,32,Mercedes-Benz,C350e,Automatic,Compact Cars
15,Rear-Wheel Drive,Regular,17,GMC,G15/25 Vandura 2WD,Automatic,Vans
15,All-Wheel Drive,Premium,23,Jaguar,F-Type R AWD Convertible,Automatic,Two Seaters
25,Rear-Wheel Drive,Premium,32,Mercedes-Benz,SLC300,Automatic,Two Seaters
20,Rear-Wheel Drive,Premium,29,Mercedes-Benz,AMG SLC43,Automatic,Two Seaters
22,All-Wheel Drive,Regular,30,Audi,A3 Cabriolet quattro,Automatic,Subcompact Cars
17,Rear-Wheel Drive,Premium,25,BMW,M3,Manual,Compact Cars
17,Rear-Wheel Drive,Premium,24,BMW,M3,Automatic,Compact Cars
22,Rear-Wheel Drive,Premium,30,Cadillac,CT6,Automatic,Large Cars
28,Front-Wheel Drive,Regular,37,Kia,Optima,Automatic,Large Cars
33,Front-Wheel Drive,Regular,40,Honda,Fit,Automatic,Small Station Wagons
31,Front-Wheel Drive,Regular,36,Honda,Fit,Automatic,Small Station Wagons
15,Rear-Wheel Drive,Regular,18,GMC,G15/25 Vandura 2WD,Automatic,Vans
29,Front-Wheel Drive,Regular,36,Honda,Fit,Manual,Small Station Wagons
