Name,Overall Quality,Easiness,Hot,Department,College,Total Ratings
"Mawlawi, Osama",2.9,2.5,Not Hot,Engineering,Rice,4
"Mohanram, Kartik",4.5,2.5,Not Hot,Engineering,Rice,2
"Nagarajaiah, Satish",4.9,1.8,Hot,Engineering,Rice,4
"Orchard, Michael",,,Not Hot,Engineering,Rice,0
"Ramos, Renata",3,1,Hot,Engineering,Rice,1
"Richards-Kortum, Rebecca",,,Not Hot,Engineering,Rice,0
"Rixner, Scott",5,4.3,Hot,Engineering,Rice,3
"Sabharwai, Ashutosh",,,Not Hot,Engineering,Rice,0
"Tezduyar, Tayfun E.",3.5,1,Hot,Engineering,Rice,1
"Sinclair, Bart",3.2,1.3,Not Hot,Engineering,Rice,3
"Tittel, Frank",,,Not Hot,Engineering,Rice,0
"Varman, Peter",2.8,3.3,Not Hot,Engineering,Rice,3
"Yakobson, Boris",2.6,2.8,Not Hot,Engineering,Rice,5
"Young, James",,,Not Hot,Engineering,Rice,0
"Wysocki, Gerard",,,Not Hot,Engineering,Rice,0
"Yang, Changhuei",,,Not Hot,Engineering,Rice,0
"Zhong, Lin",1,4,Not Hot,Engineering,Rice,1
"Alves, Nuno",3,2,Hot,Engineering,Tufts,2
"Cao, Caroline",1.6,3.1,Not Hot,Engineering,Tufts,13
"Desmarais, Anne",2.6,3.2,Not Hot,Engineering,Tufts,10
"Durant, John",4.3,2.8,Hot,Engineering,Tufts,5
"Edgers, Lewis",3.7,3,Not Hot,Engineering,Tufts,6
"Edwards, Aurelie",4.5,3.4,Hot,Engineering,Tufts,8
"Fantini, Sergio",4,3.2,Hot,Engineering,Tufts,5
"Georgakoudi, Irene",2.5,1.5,Not Hot,Engineering,Tufts,4
"Georgakis, Christos",1.5,1.3,Not Hot,Engineering,Tufts,3
"Gute, David",4.4,4.1,Not Hot,Engineering,Tufts,7
"Gyure, Dale",2.3,1.7,Not Hot,Engineering,Tufts,6
"Hannon, Daniel",4,3.8,Not Hot,Engineering,Tufts,6
"Hatem, David",4,2,Hot,Engineering,Tufts,1
"Hankour, Rachid",,,Not Hot,Engineering,Tufts,0
"Hirschfeld, Amy",4.5,3,Not Hot,Engineering,Tufts,1
"Hopwood, Jeffrey",4.8,4,Not Hot,Engineering,Tufts,5
"Hines, Eric",3.9,1.8,Not Hot,Engineering,Tufts,6
"Joyner, Valencia",3.1,2.2,Not Hot,Engineering,Tufts,6
"Kaplan, David",4.1,3,Not Hot,Engineering,Tufts,12
"Lee, Kyongbum",4.3,2.4,Hot,Engineering,Tufts,5
"Levine, Stephen",2,2.3,Not Hot,Engineering,Tufts,3
"Meldon, Jerry",2.8,2.6,Not Hot,Engineering,Tufts,9
"Miller, Eric",4.5,1,Not Hot,Engineering,Tufts,2
"Modares, Mehdi",3.5,2,Not Hot,Engineering,Tufts,1
"Olia, Masoud",4.4,3.9,Not Hot,Engineering,Tufts,11
"Omenetto, Fio",4.3,3.3,Hot,Engineering,Tufts,3
"Pfeifer, Blaine",2.2,2.5,Not Hot,Engineering,Tufts,9
"Portsmore, Merredith",5,4,Not Hot,Engineering,Tufts,2
"Preis, Douglas",2.5,3.8,Not Hot,Engineering,Tufts,16
"Ravi, Jagannathan",1.1,1.9,Not Hot,Engineering,Tufts,7
"Rogers, Chris",4.6,2.5,Hot,Engineering,Tufts,8
"Ryder, Daniel",2.8,2.2,Not Hot,Engineering,Tufts,6
"Saigal, Anil",2.4,3,Not Hot,Engineering,Tufts,10
"Sanayei, Masoud",4.3,3.2,Not Hot,Engineering,Tufts,6
"Sonek, Gregory",2.8,2.8,Not Hot,Engineering,Tufts,4
"Sonkusale, Sameer",3,3.5,Hot,Engineering,Tufts,6
"Swan, Chris",4.6,4.2,Hot,Engineering,Tufts,5
"Tkachov, Igor",2.5,1.5,Not Hot,Engineering,Tufts,2
"Tynan, Paul",1.5,5,Not Hot,Engineering,Tufts,1
"Vo, Van Toi",4.4,3.8,Hot,Engineering,Tufts,12
"White, Robert",5,2.4,Hot,Engineering,Tufts,5
"Wiklund, Michael",1,1,Not Hot,Engineering,Tufts,1
"Woodin, Mark",4,3.5,Not Hot,Engineering,Tufts,14
"Wlezien, Richard",3.5,4,Not Hot,Engineering,Tufts,1
"Zimmerman, Michael",3,3.2,Not Hot,Engineering,Tufts,8
"Burke, Kelly",1,3,Not Hot,Engineering Chemistry,Tufts,1
"Panzer, Matthew",5,3.4,Hot,Engineering Chemistry,Tufts,5
"Blackburn, Jessie",4.8,3.5,Hot,English,Harvard,6
"Boltwood, Scott",4.5,2.2,Hot,English,Harvard,32
"Chamberlain, Kathleen",4.3,2,Hot,English,Harvard,20
"Fields, Glenna",5,1,Not Hot,English,Harvard,1
"Harrison, James",3.9,3.3,Hot,English,Harvard,18
"Lang, John",3.8,1.7,Not Hot,English,Harvard,16
"Mitchell, Felicia",3.9,3.2,Not Hot,English,Harvard,8
"Morton, Gerald",5,2.5,Hot,English,Harvard,2
"Reid, Suzanne",4.3,4.3,Not Hot,English,Harvard,7
"Reid, Robin",4,2.6,Hot,English,Harvard,12
"Smith, Jack",,,Not Hot,English,Harvard,0
"Sharp, Meighan",4.5,4.1,Hot,English,Harvard,7
"Alexander, Neka",1,5,Not Hot,English,UChicago,1
"Atkinson, Jennifer",5,4,Hot,English,UChicago,1
"Bartulis, Jason",4,2,Hot,English,UChicago,1
"Berlant, Lauren",3.4,2.7,Not Hot,English,UChicago,9
"Bevington, David",4,3.6,Not Hot,English,UChicago,18
"Biers, Katherine",5,3,Not Hot,English,UChicago,3
"Brown, Bill",4.1,3,Not Hot,English,UChicago,5
"Chandler, James",,,Not Hot,English,UChicago,0
"Chudgar, Neil",4.2,2.2,Hot,English,UChicago,9
"Daly, Luke T.",4.5,5,Not Hot,English,UChicago,1
"Coronado, Raul",2.1,2,Not Hot,English,UChicago,4
"Devendorf, Robert",2.2,2.5,Not Hot,English,UChicago,4
"Gallagher, Noelle",5,2,Hot,English,UChicago,1
"Grunow, Scott",2.2,2,Hot,English,UChicago,2
"Hadley, Elaine",3.5,2.6,Not Hot,English,UChicago,7
"Helsinger, Elizabeth",4,2.7,Hot,English,UChicago,6
"Izenberg, Oren",3.7,2,Not Hot,English,UChicago,3
"Knight, Janice",3.4,4,Not Hot,English,UChicago,7
"Kruger, Loren",,,Not Hot,English,UChicago,0
"MacPherson, Sandra",4.2,2.3,Hot,English,UChicago,6
"Logue, Antonia",,,Not Hot,English,UChicago,0
"Miller, Glynis Kaye",5,5,Hot,English,UChicago,1
"McEnerney, Lawrence",4.9,3.2,Hot,English,UChicago,14
"Miller, Mark",4,2,Hot,English,UChicago,4
"Nersessian, Anahid",,,Not Hot,English,UChicago,0
"Murrin, Michael",4.1,3.2,Not Hot,English,UChicago,8
"Nelson, Debbie",4.7,2.9,Hot,English,UChicago,7
"Olsen, Liesl",4.5,2,Hot,English,UChicago,1
"Raeburn, Daniel",4.2,3.5,Hot,English,UChicago,2
"Regan, Matthias",4.5,3,Not Hot,English,UChicago,1
"Ruddick, Lisa",3.3,3.5,Not Hot,English,UChicago,12
"Scappettone, Jennifer",,,Not Hot,English,UChicago,0
"Schleusener, Jay",3.6,2,Not Hot,English,UChicago,4
"Schoolhouse, Little Red",3.4,3.8,Not Hot,English,UChicago,4
"Schroeder, Jonathan",2.5,2,Not Hot,English,UChicago,1
"Slauter, Eric",4.5,3.4,Hot,English,UChicago,5
"Strier, Richard",3.4,2.6,Not Hot,English,UChicago,17
"Stielstra, Meghan",3.2,4.5,Not Hot,English,UChicago,2
"Valenza, Robin",3,4,Not Hot,English,UChicago,3
"Veeder, William",4.2,2.4,Hot,English,UChicago,21
"Von Nolcken, Christina",4.9,4.5,Hot,English,UChicago,4
"Warren, Kenneth",2.9,3.1,Not Hot,English,UChicago,8
"Watson, Rachel",,,Not Hot,English,UChicago,0
"Bachman, Clover",1.8,3.4,Not Hot,English,CMU,5
"Bernstein, Jane",4.2,3.2,Hot,English,CMU,13
"Blake, William",2.3,3.3,Not Hot,English,CMU,15
"Bondra, Thomas",3.2,4.3,Not Hot,English,CMU,3
"Bowman, Julie",4,4,Not Hot,English,CMU,1
"Butts, Anthony",1,3,Not Hot,English,CMU,1
"Castagnaro, Mario",5,3.2,Hot,English,CMU,6
"Cerniglia, David",4.1,2.6,Hot,English,CMU,5
"Cohen, Victor",4,5,Hot,English,CMU,1
"Daniels, Jim",3.7,3.3,Hot,English,CMU,15
"Costanzo, Gerald",4.8,3.8,Hot,English,CMU,8
"Dawson, Tim",3.8,3,Not Hot,English,CMU,2
"Dilworth, Sharon",3.3,2,Not Hot,English,CMU,3
"Eperjesi, John",5,4.5,Hot,English,CMU,2
"Flower, Linda",3.2,3.5,Not Hot,English,CMU,2
"Franklin, Hilary",4.5,4,Not Hot,English,CMU,2
"Gentry, Nicholas",4.6,3.3,Not Hot,English,CMU,7
"Haeselin, David",3.8,2.7,Hot,English,CMU,3
"Hayes, Terrance",4.3,3.3,Hot,English,CMU,13
"Hinkelman, Jeff",5,3.5,Hot,English,CMU,2
"Jad, Smith",5,3,Hot,English,CMU,2
"Jennifer, Andrus",1.5,5,Not Hot,English,CMU,2
"Johnstone, Barbara",3.2,1.5,Not Hot,English,CMU,2
"Kennedy, Alan",4.6,3.2,Not Hot,English,CMU,8
"Kilpatrick, Robert",5,5,Hot,English,CMU,1
"Koepfinger, Coni",3,5,Not Hot,English,CMU,1
"Klancher, Jon",2.5,2.3,Hot,English,CMU,3
"Knapp, Peggy",3.5,5,Not Hot,English,CMU,1
"Lundgren, Kari",4.5,4,Not Hot,English,CMU,2
"Marcellino, William",3,2,Not Hot,English,CMU,2
"Masters, Hilary",4.1,2.7,Not Hot,English,CMU,15
"May, Rebecca",4.9,3.3,Hot,English,CMU,7
"Markowicz, Daniel",1,2,Not Hot,English,CMU,1
"McCafferty, Janie",5,5,Hot,English,CMU,5
"Mitchell, Thomas",2.5,2,Not Hot,English,CMU,1
"Nayak, Srila",1,2.7,Not Hot,English,CMU,3
"Newman, Kathy",5,4,Not Hot,English,CMU,1
"Reames, Robin",3,2,Not Hot,English,CMU,2
"Rectenwald, Michael",3.7,3.2,Hot,English,CMU,12
"Ritivoi, Andreea",5,3.3,Hot,English,CMU,3
"Sampsel, Kurt",4.8,3.7,Not Hot,English,CMU,3
"Schmidt, L",4.2,1.3,Not Hot,English,CMU,3
"Schuldt, David",4.5,2,Not Hot,English,CMU,1
"Selemeneva, Ludmila",5,3,Hot,English,CMU,1
"Shumway, David",2.8,2,Hot,English,CMU,5
"Siu, Joy",5,3.5,Hot,English,CMU,2
"Straub, Kristina",4.2,2.7,Hot,English,CMU,3
"Thompson, Mark",5,3,Hot,English,CMU,1
"Wike, Christopher",4.8,3.3,Hot,English,CMU,3
"Wetzel, Danielle",3.2,2,Not Hot,English,CMU,13
"Witmore, Michael",4.2,2.6,Hot,English,CMU,5
"Wynn, James",5,2.5,Hot,English,CMU,2
"Anderson, Sarah",4.8,1.5,Not Hot,English,Princeton,2
"Arnold, Oliver",,,Not Hot,English,Princeton,0
"Bender, Abby",5,3,Hot,English,Princeton,1
"Danson, Larry",3.8,3.4,Hot,English,Princeton,13
"Dolven, Jeff",5,3.2,Hot,English,Princeton,4
"Doubechies, Ingrid",,,Not Hot,English,Princeton,0
"Fleming, John V.",4,2.8,Not Hot,English,Princeton,4
"Gee, Sophie",3.1,2.6,Hot,English,Princeton,7
"Gleason, William",5,3,Not Hot,English,Princeton,1
"Greeson, Jennifer",,,Not Hot,English,Princeton,0
"Knoepflemacher, Uli",4,3,Hot,English,Princeton,4
"Morrison, Toni",5,3,Not Hot,English,Princeton,1
"Nunokawa, Jeffrey",3.7,3.1,Hot,English,Princeton,10
"Mitchell, Lee",4.2,2.2,Hot,English,Princeton,4
"Oates, Joyce Carol",4,3.6,Hot,English,Princeton,5
"Raboteau, Albert",5,4,Not Hot,English,Princeton,1
"Roche, T.P.",4.8,2.5,Hot,English,Princeton,2
"Smith, D. Vance",4,4,Hot,English,Princeton,4
"Wolff, Tamsen",3.6,2.8,Not Hot,English,Princeton,8
"Widiss, Benjamin",4.8,2.2,Not Hot,English,Princeton,6
"Wolfson, Susan",2.6,3,Not Hot,English,Princeton,5
"Wood, Michael",4.8,3.7,Hot,English,Princeton,3
"Agathocleous, Tanya",4,3,Not Hot,English,Yale,1
"Alderman, Nigel",,,Not Hot,English,Yale,0
"Alryyes, Ala",5,4,Hot,English,Yale,1
"Ball, Edward",,,Hot,English,Yale,0
"Barnaby, Edward",2.5,3,Not Hot,English,Yale,1
"Bromwich, David",4.3,2.2,Not Hot,English,Yale,5
"Bloom, Harold",3.4,2.8,Hot,English,Yale,13
"Brantley, Jessica",3.2,2.7,Hot,English,Yale,3
"Brent, Frances",3.6,2.5,Not Hot,English,Yale,4
"Brisman, Leslie",4.2,2.7,Not Hot,English,Yale,10
"Davis, Wes",,,Hot,English,Yale,0
"Deming, Richard",3.6,1.9,Not Hot,English,Yale,9
"Deresiewicz, William",3.4,2,Not Hot,English,Yale,6
"Frey, Robert",,,Not Hot,English,Yale,0
"Guy, Alfie",4.9,2.8,Hot,English,Yale,4
"Hoxby, Blair",3.5,2,Hot,English,Yale,1
"Jones, Rosemary",5,5,Not Hot,English,Yale,1
"Lawler, Traugott",4.7,3.3,Not Hot,English,Yale,3
"Levin, Jane",4.3,2.7,Not Hot,English,Yale,3
"Loge, John",5,3,Hot,English,Yale,1
"Lewis, Pericles",4.2,2,Not Hot,English,Yale,2
"Lwin, Sanda",5,4,Not Hot,English,Yale,1
"Malewitz, Raymond",,,Hot,English,Yale,0
"Miller, Christopher",3.5,5,Not Hot,English,Yale,1
"Moe, Melina",4.2,2.5,Not Hot,English,Yale,2
"Morgan, Rosemarie",1,1,Not Hot,English,Yale,1
"Otten, Thomas",5,3.5,Not Hot,English,Yale,2
"Patterson, Annabel",4.3,2,Not Hot,English,Yale,3
"Polsky-Mccabe, Allyson",5,4,Not Hot,English,Yale,1
"Quint, David",5,1,Not Hot,English,Yale,1
"Pratt, Lloyd",4.5,2.5,Not Hot,English,Yale,2
"Rockwood, Catherine",3.8,3,Hot,English,Yale,6
"Rogers, John",,,Not Hot,English,Yale,0
"Robinson, Timothy",4.1,3.4,Not Hot,English,Yale,11
"Schirmeister, Pamela",,,Not Hot,English,Yale,0
"See, Sam",,,Not Hot,English,Yale,0
"Shirkhani, Kim",4.8,3.5,Hot,English,Yale,6
"Shivers, ",,,Not Hot,English,Yale,0
"Strebeigh, Fred",5,1,Not Hot,English,Yale,1
"Trask, Michael",5,3,Hot,English,Yale,3
"Whitaker, ",,,Not Hot,English,Yale,0
"Tapscott, Stephen",3.3,3.2,Not Hot,English,MIT,10
"Abraham, Joseph",,,Not Hot,English,UTexas,0
"Adams, Michael",,,Not Hot,English,UTexas,0
"Baker, Samuel",,,Not Hot,English,UTexas,0
"Ayres, James",1.8,1.5,Not Hot,English,UTexas,11
"Barchas, Janine",,,Not Hot,English,UTexas,0
"Barrish, P",3.7,3,Not Hot,English,UTexas,5
"Bertelsen, Lance",5,2.5,Not Hot,English,UTexas,2
"Bivins, Sally",1,1,Not Hot,English,UTexas,1
"Berry, Betsy",4.3,3,Hot,English,UTexas,9
"Blockley, Mary E.",2.9,1.8,Not Hot,English,UTexas,5
"Boade, Erin",5,4,Hot,English,UTexas,2
"Bourque, Kevin",5,1,Hot,English,UTexas,1
"Bremen, Brian",4.6,3,Not Hot,English,UTexas,4
"Bruster, Doug",4.8,3.7,Hot,English,UTexas,13
"Bump, Jerome",3.8,2.7,Not Hot,English,UTexas,3
"Carter, Mia",4.8,2.3,Hot,English,UTexas,3
"Cashbaugh, Sean",,,Not Hot,English,UTexas,0
"Casares, Oscar",2.7,3.2,Hot,English,UTexas,5
"Cooper, Andrew",4.2,2,Hot,English,UTexas,3
"Cox, J",4.1,3.4,Hot,English,UTexas,13
"Cullingford, Elizabeth",5,2.7,Hot,English,UTexas,3
"Doherty, Brian",3.4,3.3,Not Hot,English,UTexas,15
"Donohue, Lacey",3.8,2.5,Not Hot,English,UTexas,2
"Farrell, John",,,Not Hot,English,UTexas,0
"Fernheimer, Jan",3.5,2.7,Not Hot,English,UTexas,3
"Field, Mary",3.5,3,Hot,English,UTexas,2
"Foley, Marjorie",5,4,Hot,English,UTexas,2
"Foran, Gregory",,,Not Hot,English,UTexas,0
"Frost, Kate",3.1,1,Not Hot,English,UTexas,6
"Friedman, Alan",5,1.3,Not Hot,English,UTexas,3
"Goins, Elizabeth",3,4,Not Hot,English,UTexas,1
"Goudeau, Jessica",5,3.5,Hot,English,UTexas,2
"Graham, Don",4.2,3,Not Hot,English,UTexas,2
"Hancock, Ian",2.5,1.8,Not Hot,English,UTexas,5
"Heinzelman, Kurt",4.8,2.3,Hot,English,UTexas,3
"Hedrick, Beth",4,4,Not Hot,English,UTexas,2
"Heinzelman, Susan",4,2.5,Not Hot,English,UTexas,4
"Hinajosa Smith, Romeo",3.5,1,Not Hot,English,UTexas,2
"Hinrichs, Lars",,,Not Hot,English,UTexas,0
"Hoad, Neville",3.9,3.6,Not Hot,English,UTexas,5
"Isenberg, Steven",4,3,Not Hot,English,UTexas,1
"Kaulbach, Ernest",3.6,4.1,Not Hot,English,UTexas,9
"Kevorkian, Martin",4.8,2.7,Hot,English,UTexas,3
"Kimball, ",4.2,3.7,Not Hot,English,UTexas,3
"Kornhaber, David",,,Not Hot,English,UTexas,0
"Kroll, Judith",4.5,4,Not Hot,English,UTexas,1
"Kruppa, Joseph",4.4,4,Not Hot,English,UTexas,9
"Lamb, Jonathan",4.5,2.7,Hot,English,UTexas,3
"Lasalle, Peter",2.5,3,Not Hot,English,UTexas,1
"Latiolais, Heather",1,2,Hot,English,UTexas,1
"Leigh, Philiip",3,4,Hot,English,UTexas,1
"Lesser, Wayne",3.9,3,Not Hot,English,UTexas,4
"Leubner, Jason",,,Not Hot,English,UTexas,0
"Limon, J.",,,Not Hot,English,UTexas,0
"Loehlin, James",5,3,Hot,English,UTexas,1
"MacDuffie, Allen",4.5,2.3,Hot,English,UTexas,3
"Mallin, ",4.5,2.7,Not Hot,English,UTexas,7
"Mass, Noah",4.5,4.5,Not Hot,English,UTexas,2
"Maxwell, Angie",5,5,Hot,English,UTexas,1
"Mazique, Rachel",4.5,2.2,Hot,English,UTexas,4
"Minifee, Paul",4.8,4,Hot,English,UTexas,2
"Moser, Joseph",5,3,Hot,English,UTexas,1
"Nehring, Neil",3.2,2.7,Not Hot,English,UTexas,6
"Nelson, Scott",4,2,Not Hot,English,UTexas,1
"Ortiz&prentice, Chris",,,Not Hot,English,UTexas,0
"Perez, Laine",4.5,3.5,Not Hot,English,UTexas,2
"Rebhorn, ",2.8,2.5,Not Hot,English,UTexas,13
"Richmond-Garza, Elizabeth",4.7,3.1,Hot,English,UTexas,23
"Rumrich, John",4.7,2,Hot,English,UTexas,3
"Russell, Bryan",4.8,3,Hot,English,UTexas,3
"Santos-Neves, Migues",4.2,2.5,Hot,English,UTexas,2
"Russell, Matthew",3.5,5,Not Hot,English,UTexas,2
"Scala, Elizabeth",3.1,2.2,Not Hot,English,UTexas,5
"Scheick, William",4.5,3.5,Not Hot,English,UTexas,2
"Schiek, James",2.5,2,Not Hot,English,UTexas,3
"Schneider, Rachel",4.5,3,Not Hot,English,UTexas,1
"Shingavi, Snehal",5,4,Hot,English,UTexas,1
"Smith, Dale",4.5,4,Not Hot,English,UTexas,2
"Squires, Laura A",4.5,2,Hot,English,UTexas,1
"Stewart, Dustin",,,Not Hot,English,UTexas,0
"Tang, Mary",5,5,Not Hot,English,UTexas,1
"Thompson, Maley",4.5,2,Not Hot,English,UTexas,1
"Twombly, Bob",,,Not Hot,English,UTexas,0
"Underwood, Gary",2.4,2.7,Not Hot,English,UTexas,13
"Wevill, ",5,4,Not Hot,English,UTexas,2
"Whitbread, Thomas",5,3,Hot,English,UTexas,2
"Wiedner, James",,,Not Hot,English,UTexas,0
"Whigham, ",3.2,2.3,Not Hot,English,UTexas,18
"Wiese, Hugh Cleve",4.5,5,Hot,English,UTexas,1
"Williams Barron, Courtney",,,Not Hot,English,UTexas,0
"Woodard, Helena",3.6,3.3,Not Hot,English,UTexas,7
"Wojchiehowski, ",5,5,Not Hot,English,UTexas,1
"Woods, Marjorie",,,Not Hot,English,UTexas,0
"Zacks, Aaron",4.8,1.5,Not Hot,English,UTexas,2
"Bator, Paul",4.3,3.4,Not Hot,English,Stanford,8
"Bender, John",2.3,1.6,Not Hot,English,Stanford,7
"Bourbon, Brett",4.6,2,Hot,English,Stanford,8
"Bleakney, Julia",3.5,4,Not Hot,English,Stanford,1
"Burges, Joel",,,Not Hot,English,Stanford,0
"Buffington, Nancy",4.2,3.7,Hot,English,Stanford,7
"Campion, Peter",5,3,Hot,English,Stanford,2
"Castle, Terry",4.5,3,Hot,English,Stanford,1
"Eichenlaub, Justin",4.1,2.6,Hot,English,Stanford,8
"Elam, Michelle",4.5,3,Hot,English,Stanford,2
"Evans, Martin",3.5,3,Not Hot,English,Stanford,2
"Elliott, Stephen",,,Not Hot,English,Stanford,0
"Felstiner, John",2.3,3.6,Not Hot,English,Stanford,5
"Fields, Ken",3.1,3.2,Not Hot,English,Stanford,8
"Fishkin, Shelley",3.8,4.3,Not Hot,English,Stanford,3
"Fliegelman, Jay",4.3,3.4,Not Hot,English,Stanford,7
"Ford, Marjorie",4,4,Not Hot,English,Stanford,1
"Gigante, Denise",5,1,Hot,English,Stanford,1
"Greenburg, Suzanne",4.7,1.4,Not Hot,English,Stanford,7
"Henderson, Bruce",5,3,Hot,English,Stanford,1
"Heise, Ursula",3,2,Not Hot,English,Stanford,2
"Herdon, Scott",4.7,3.2,Hot,English,Stanford,5
"Jenkins, Nicolas",5,4,Not Hot,English,Stanford,2
"L'Heureux, John",3.9,2.4,Not Hot,English,Stanford,14
"La Torre, Lauren",,,Not Hot,English,Stanford,0
"Lunsford, Andrea",3.7,2.7,Hot,English,Stanford,6
"McBride, Christine",4.5,1.5,Hot,English,Stanford,2
"Moekle, Kimberly",4.2,3.2,Hot,English,Stanford,5
"Moya, Paula",3.7,3.7,Hot,English,Stanford,3
"Parker, Patricia",4.7,3.4,Hot,English,Stanford,8
"Reynolds, Jeff",5,1,Not Hot,English,Stanford,1
"Ross, Carolyn",3.3,3,Not Hot,English,Stanford,8
"Rovee, Christopher",5,4,Hot,English,Stanford,2
"Rusk, Lauren",,,Not Hot,English,Stanford,0
"Rytkonen, Helle",5,4,Not Hot,English,Stanford,2
"Skinner, Marcus",4.6,2.3,Hot,English,Stanford,12
"Sotiriou, ",,,Not Hot,English,Stanford,0
"Tanaka, Shimon",4.8,4.5,Hot,English,Stanford,2
"Sullivan, Hannah",4.5,2,Hot,English,Stanford,1
"Tallent, Elizabeth",5,3,Hot,English,Stanford,2
"Todhunter, Andrew",,,Not Hot,English,Stanford,0
"Woloch, Alex",2.6,2.3,Not Hot,English,Stanford,9
"Wolff, Tobias",4.2,3,Hot,English,Stanford,8
"Aers, David",4.7,2.8,Not Hot,English,Duke,9
"Amienne, Kelly",2,1.5,Not Hot,English,Duke,4
"Applewhite, James",3.4,4.4,Not Hot,English,Duke,5
"Aravamudan, Srinivas",1,1,Not Hot,English,Duke,1
"Armstrong, Nancy",3.5,2.5,Not Hot,English,Duke,2
"Askounis, Christina",3.8,2.5,Not Hot,English,Duke,10
"Baran, Dominika",4.4,3.9,Not Hot,English,Duke,7
"Bardon, Ruth",4.8,2.8,Not Hot,English,Duke,11
"Beckwith, Sarah",3.8,3.3,Not Hot,English,Duke,7
"Brzezinski, Max",5,3,Hot,English,Duke,1
"Burkett, Andrew",5,2,Hot,English,Duke,2
"Callahan, Clare",5,5,Not Hot,English,Duke,1
"Carter, Phillip",4.5,3.7,Hot,English,Duke,3
"Cohen, Matt",2.8,2.6,Not Hot,English,Duke,7
"Cooper, Bridget",2.3,2.2,Not Hot,English,Duke,6
"Curseen, Allison",3,5,Not Hot,English,Duke,1
"Daegman, Rachael",3.5,1,Not Hot,English,Duke,1
"Donahue, Joe",4.1,4.3,Not Hot,English,Duke,7
"Dushane, Allison",5,3,Not Hot,English,Duke,1
"Evelev, John",,,Not Hot,English,Duke,0
"Feeley, Lynne",,,Hot,English,Duke,0
"Ferraro, Thomas",3.7,2.2,Hot,English,Duke,23
"Fitzpatrick, Joseph",4,3,Not Hot,English,Duke,1
"Gaines, Alisha",4.2,3,Hot,English,Duke,2
"Fretwell, Erica",4,1,Hot,English,Duke,1
"Gentry, Erin",,,Not Hot,English,Duke,0
"Gibson, Anna",4.5,4,Hot,English,Duke,1
"Gopen, George",4,2.5,Not Hot,English,Duke,10
"Hammer, Brad",4.3,4.2,Not Hot,English,Duke,18
"Harris, Joseph",4.4,3.4,Not Hot,English,Duke,16
"Hensley, Nathan",,,Not Hot,English,Duke,0
"Hillard, Van",4.3,2.6,Not Hot,English,Duke,16
"Holloway, Karla",4.4,2.2,Not Hot,English,Duke,4
"Huber, Emily",,,Not Hot,English,Duke,0
"Jagoda, Patrick",5,3,Not Hot,English,Duke,1
"Jarrin, Casey",4,3.3,Hot,English,Duke,3
"Jones, Buford",2.8,3.1,Not Hot,English,Duke,7
"Kendall, Tyler",5,3,Hot,English,Duke,1
"Kennedy, Christopher",1.8,4.5,Not Hot,English,Duke,2
"Khanna, Ranjana",2,1,Not Hot,English,Duke,2
"Knight, Bill",,,Not Hot,English,Duke,0
"Lahiri, Madhumita",3.2,4.5,Not Hot,English,Duke,2
"Lincoln, Sarah",,,Not Hot,English,Duke,0
"Lloyd, Hilarie",5,1.7,Hot,English,Duke,3
"Malone, Michael",3.9,4.8,Not Hot,English,Duke,8
"Malouf, Melissa",2.5,3.2,Not Hot,English,Duke,23
"Metzger, Sean",4,3,Not Hot,English,Duke,12
"Mitchell, Robert",2.3,2.6,Not Hot,English,Duke,5
"Mitchel, Robert",4.8,2.8,Hot,English,Duke,6
"Morwn, Fred",,,Not Hot,English,Duke,0
"Moskovitz, Cary",3.1,3.3,Not Hot,English,Duke,24
"Moten, Fred",1,2,Not Hot,English,Duke,1
"Mozes, Dora",,,Not Hot,English,Duke,0
"Moses, Michael",4.8,3.6,Hot,English,Duke,22
"Nardizzi, Vincent",4.5,3,Not Hot,English,Duke,3
"Pfau, Thomas",4.4,2.5,Hot,English,Duke,15
"Price, Reynolds",3,2,Not Hot,English,Duke,5
"Pope, Deborah",3.5,3.7,Not Hot,English,Duke,3
"Porter, Joseph A",3,3.1,Not Hot,English,Duke,15
"Psomiades, Kathy",4.6,3,Hot,English,Duke,7
"Quilligan, Maureen",4.3,3.2,Not Hot,English,Duke,12
"Richardson, Jimmy",3,4,Not Hot,English,Duke,1
"Ross, Cheri",4.9,3.8,Not Hot,English,Duke,14
"Ruderman, Judith",4.6,1,Not Hot,English,Duke,4
"Russell, Leo",4.8,2.5,Hot,English,Duke,4
"Rusert, Britt",3.5,4,Not Hot,English,Duke,1
"Shannon, Laurie",5,3,Not Hot,English,Duke,1
"Shuman, Cathy",4.1,2.3,Not Hot,English,Duke,11
"Somerset, Fiona",4.6,4.2,Not Hot,English,Duke,10
"Stern, Kimberly",4.5,4,Hot,English,Duke,1
"Strandberg, Victor",4.1,3.6,Not Hot,English,Duke,33
"Sussman, Charlotte",4.2,3.3,Not Hot,English,Duke,3
"Tetel, Julie",3.6,2.8,Not Hot,English,Duke,24
"Torgovnick, Marianna",3.4,2.9,Not Hot,English,Duke,14
"Tost, Tony",4.5,2,Not Hot,English,Duke,1
"Trettien, Whitney A",5,5,Hot,English,Duke,1
"Vahamikos, George",,,Not Hot,English,Duke,0
"Wallace, Maurice",4.2,2.5,Not Hot,English,Duke,10
"Wald, Priscilla",5,3.2,Not Hot,English,Duke,4
"Walsh, Rebecca",4.6,2.8,Hot,English,Duke,11
